species_folder,images
00753_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Formica_obscuripes,60
00754_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Formica_rufa,60
00755_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Iridomyrmex_purpureus,60
00756_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Linepithema_humile,60
00757_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Liometopum_occidentale,60
00758_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Myrmecia_pilosula,60
00759_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Neoponera_villosa,60
00760_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Oecophylla_smaragdina,60
00761_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Paraponera_clavata,60
00762_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Paratrechina_longicornis,60
00763_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_barbatus,60
00764_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_californicus,60
00765_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_rugosus,60
00766_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Prenolepis_imparis,60
00767_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pseudomyrmex_gracilis,60
00768_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Solenopsis_invicta,60
00769_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tapinoma_sessile,60
00770_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tetramorium_immigrans,60
00771_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Veromessor_pergandei,60
00772_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Agapostemon_splendens,60
00773_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Agapostemon_virescens,60
00774_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Augochlora_pura,60
00775_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Augochloropsis_metallica,60
00776_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_ligatus,60
00777_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_poeyi,60
00778_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_rubicundus,60
00779_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_scabiosae,60
00780_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_tripartitus,60
00781_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Enicospilus_purgatus,60
00782_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Megarhyssa_atrata,60
00783_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Megarhyssa_macrurus,60
00784_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Anthidium_manicatum,60
00785_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Anthidium_oblongatum,60
00786_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Megachile_sculpturalis,60
00787_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Megachile_xylocopoides,60
00788_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Osmia_bicornis,60
00789_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Osmia_cornuta,60
00790_Animalia_Arthropoda_Insecta_Hymenoptera_Mutillidae_Dasymutilla_aureola,60
00791_Animalia_Arthropoda_Insecta_Hymenoptera_Mutillidae_Dasymutilla_occidentalis,60
00792_Animalia_Arthropoda_Insecta_Hymenoptera_Pelecinidae_Pelecinus_polyturator,60
00793_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Megascolia_maculata,60
00794_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_bicincta,60
00795_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_dubia,60
00796_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_hirta,60
00797_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_nobilitata,60
00798_Animalia_Arthropoda_Insecta_Hymenoptera_Siricidae_Tremex_columba,60
00799_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Ammophila_procera,60
00800_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Chalybion_californicum,60
00801_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Chlorion_aerarium,60
00802_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Eremnophila_aureonotata,60
00803_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Isodontia_mexicana,60
00804_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sceliphron_caementarium,60
00805_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_ichneumoneus,60
00806_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_nudus,60
00807_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_pensylvanicus,60
00808_Animalia_Arthropoda_Insecta_Hymenoptera_Tenthredinidae_Pontania_californica,60
00809_Animalia_Arthropoda_Insecta_Hymenoptera_Thynnidae_Myzinum_quinquecinctum,60
00810_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_adiabatus,60
00811_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_antilope,60
00812_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_gazella,60
00813_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Brachygastra_mellifica,60
00814_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Dolichovespula_arenaria,60
00815_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Dolichovespula_maculata,60
00816_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Eumenes_fraternus,60
00817_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Euodynerus_foraminatus,60
00818_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Euodynerus_hidalgo,60
00819_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Mischocyttarus_flavitarsis,60
00820_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Monobia_quadridens,60
00821_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Pachodynerus_erynnis,60
00822_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_annularis,60
00823_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_apachus,60
00824_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_aurifer,60
00825_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_bellicosus,60
00826_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_canadensis,60
00827_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_carnifex,60
00828_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_chinensis,60
00829_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_comanchus,60
00830_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dominula,60
00831_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dorsalis,60
00832_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_exclamans,60
00833_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_fuscatus,60
00834_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_humilis,60
00835_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_instabilis,60
00836_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_major,60
00837_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_metricus,60
00838_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_affinis,60
00839_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_crabro,60
00840_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_velutina,60
00841_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_alascensis,60
00842_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_germanica,60
00843_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_maculifrons,60
00844_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_pensylvanica,60
00845_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_squamosa,60
00846_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_vidua,60
00847_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_vulgaris,60
00848_Animalia_Arthropoda_Insecta_Lepidoptera_Adelidae_Adela_reaumurella,60
00849_Animalia_Arthropoda_Insecta_Lepidoptera_Adelidae_Nemophora_degeerella,60
00850_Animalia_Arthropoda_Insecta_Lepidoptera_Apatelodidae_Apatelodes_torrefacta,60
00851_Animalia_Arthropoda_Insecta_Lepidoptera_Attevidae_Atteva_aurea,60
00852_Animalia_Arthropoda_Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella,60
00853_Animalia_Arthropoda_Insecta_Lepidoptera_Cosmopterigidae_Limnaecia_phragmitella,60
00854_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Cossus_cossus,60
00855_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Prionoxystus_robiniae,60
00856_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Zeuzera_pyrina,60
00857_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Achyra_affinitalis,60
00858_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Achyra_rantalis,60
00859_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_straminella,60
00860_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_tristella,60
00861_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_vulgivagellus,60
00862_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anageshna_primordialis,60
00863_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anania_funebris,60
00864_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anania_hortulata,60
00865_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Apogeshna_stenialis,60
00866_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Argyria_lacteella,60
00867_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Blepharomastix_ranalis,60
00868_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Chalcoela_iphitalis,60
00869_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Chrysoteuchia_culmella,60
00870_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Chrysoteuchia_topiarius,60
00871_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Cnaphalocrocis_medinalis,60
00872_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Cnaphalocrocis_poeyalis,60
00873_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Conchylodes_ovulalis,60
00874_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Crambus_agitatellus,60
00875_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Crambus_perlella,60
00876_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Culladia_cuneiferellus,60
00877_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Cydalima_perspectalis,60
00878_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Desmia_funeralis,60
00879_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diacme_adipaloides,60
00880_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diaphania_hyalinata,60
00881_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diaphania_indica,60
00882_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diastictis_fracturalis,60
00883_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Dicymolomia_julianalis,60
00884_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Elophila_gyralis,60
00885_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Elophila_icciusalis,60
00886_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Elophila_obliteralis,60
00887_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Euchromius_ocellea,60
00888_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Eustixia_pupula,60
00889_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Evergestis_pallidata,60
00890_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Glaphyria_sesquistrialis,60
00891_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Glyphodes_onychinalis,60
00892_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Hellula_hydralis,60
00893_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Herpetogramma_bipunctalis,60
00894_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Herpetogramma_licarsisalis,60
00895_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Herpetogramma_phaeopteralis,60
00896_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Hileithia_magualis,60
00897_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Hygraula_nitens,60
00898_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Hymenia_perspectalis,60
00899_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Lamprosema_victoriae,60
00900_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Leucinodes_cordalis,60
00901_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Lineodes_integra,60
00902_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Lygropia_rivulalis,60
00903_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Maruca_vitrata,60
00904_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microcrambus_biguttellus,60
00905_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microcrambus_elegans,60
00906_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microtheoris_ophionalis,60
00907_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microtheoris_vibicalis,60
00908_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Mimoschinia_rufofascialis,60
00909_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Nacoleia_rhoeoalis,60
00910_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Nomophila_nearctica,60
00911_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Nomophila_noctuella,60
00912_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Orocrambus_flexuosellus,60
00913_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Ostrinia_nubilalis,60
00914_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Palpita_magniferalis,60
00915_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Palpita_quadristigmalis,60
00916_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Palpita_vitrealis,60
00917_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pantographa_limata,60
00918_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Parapediasia_teterrellus,60
00919_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Parapoynx_allionealis,60
00920_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Parapoynx_badiusalis,60
00921_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Parapoynx_diminutalis,60
00922_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Parapoynx_maculalis,60
00923_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Patania_ruralis,60
00924_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Perispasta_caeculalis,60
00925_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Petrophila_bifascialis,60
00926_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Petrophila_jaliscalis,60
00927_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_acrionalis,60
00928_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_aurata,60
00929_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_bicoloralis,60
00930_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_despicata,60
00931_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_inornatalis,60
00932_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_laticlavia,60
00933_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_orphisalis,60
00934_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_purpuralis,60
00935_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_signatalis,60
00936_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_tyralis,60
00937_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Pyrausta_volupialis,60
00938_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Samea_baccatalis,60
00939_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Samea_ecclesialis,60
00940_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Samea_multiplicalis,60
00941_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Sameodes_cancellalis,60
00942_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis,60
00943_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Sitochroa_palealis,60
00944_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Spoladea_recurvalis,60
00945_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Syngamia_florella,60
00946_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Udea_ferrugalis,60
00947_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Udea_rubigalis,60
00948_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Uresiphita_reversalis,60
00949_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Urola_nivalis,60
00950_Animalia_Arthropoda_Insecta_Lepidoptera_Depressariidae_Agonopterix_alstroemeriana,60
00951_Animalia_Arthropoda_Insecta_Lepidoptera_Depressariidae_Carcina_quercana,60
00952_Animalia_Arthropoda_Insecta_Lepidoptera_Depressariidae_Machimia_tentoriferella,60
00953_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Drepana_arcuata,60
00954_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Drepana_bilineata,60
00955_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Drepana_falcataria,60
00956_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Habrosyne_pyritoides,60
00957_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Habrosyne_scripta,60
00958_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Oreta_rosea,60
00959_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Pseudothyatira_cymatophoroides,60
00960_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Thyatira_batis,60
00961_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Watsonalla_binaria,60
00962_Animalia_Arthropoda_Insecta_Lepidoptera_Drepanidae_Watsonalla_cultraria,60
00963_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Achaea_janata,60
00964_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Allotria_elonympha,60
00965_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Amata_huebneri,60
00966_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Amata_phegea,60
00967_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Anticarsia_gemmatalis,60
00968_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_arge,60
00969_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_ornata,60
00970_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_parthenice,60
00971_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_phalerata,60
00972_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_proxima,60
00973_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_virgo,60
00974_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Apantesis_virguncula,60
00975_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arachnis_picta,60
00976_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_caja,60
00977_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_parthenos,60
00978_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_plantaginis,60
00979_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_villica,60
00980_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_virginalis,60
00981_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Ascalapha_odorata,60
00982_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Asota_caricae,60
00983_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Asota_heliconia,60
00984_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Atolmis_rubricollis,60
00985_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Bleptina_caradrinalis,60
00986_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Brunia_antica,60
00987_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Bulia_deducta,60
00988_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Caenurgia_chloropha,60
00989_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Caenurgina_crassiuscula,60
00990_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Caenurgina_erechtea,60
00991_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Callimorpha_dominula,60
00992_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Callistege_mi,60
00993_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Calliteara_pudibunda,60
00994_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_amatrix,60
00995_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_cara,60
00996_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_concumbens,60
00997_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_grynea,60
00998_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_ilia,60
00999_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_lineella,60
01000_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_maestosa,60
01001_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_micronympha,60
01002_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_neogama,60
01003_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_nupta,60
01004_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_piatrix,60
01005_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_relicta,60
01006_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_ultronia,60
01007_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_vidua,60
01008_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Chytolita_morbidalis,60
01009_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cisseps_fulvicollis,60
01010_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cisthene_plumbea,60
01011_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cisthene_tenuifascia,60
01012_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Clemensia_albata,60
01013_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Crambidia_pallida,60
01014_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Creatonotos_gangis,60
01015_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Creatonotos_transiens,60
01016_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Ctenucha_virginica,60
01017_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cycnia_collaris,60
01018_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cycnia_tenera,60
01019_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Cyligramma_latona,60
01020_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Dasychira_chekiangensis,60
01021_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Dasypodia_cymatodes,60
01022_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Diacrisia_sannio,60
01023_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Dysgonia_algira,60
01024_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Dysschema_howardi,60
01025_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Eilema_depressa,60
01026_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Eilema_lurideola,60
01027_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Eilema_sororcula,60
01028_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Erebus_ephesperis,60
01029_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Estigmene_acrea,60
01030_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Eubolina_impartialis,60
01031_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euchaetes_egle,60
01032_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euclidia_cuspidea,60
01033_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euclidia_glyphica,60
01034_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Eudocima_phalonia,60
01035_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euparthenos_nubilis,60
01036_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euplagia_quadripunctaria,60
01037_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Euproctis_chrysorrhoea,60
01038_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Gnophaela_vermiculata,60
01039_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Halone_sejuncta,60
01040_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Halysidota_harrisii,60
01041_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Halysidota_tessellaris,60
01042_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Haploa_clymene,60
01043_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Haploa_confusa,60
01044_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Haploa_lecontei,60
01045_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypena_abalienalis,60
01046_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypena_baltimoralis,60
01047_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypena_bijugalis,60
